"scaffold","length","coverage","breadth","nucl_diversity","coverage_median","coverage_std","coverage_SEM","breadth_minCov","breadth_expected","nucl_diversity_median","nucl_diversity_rarefied","nucl_diversity_rarefied_median","breadth_rarefied","conANI_reference","popANI_reference","SNS_count","SNV_count","divergent_site_count","population_divergent_sites","consensus_divergent_sites","Sample"
"1458300_11168",1954,82.722108495394,0.996929375639713,0.000128440031160859,91,28.0669810860383,0.635103608548569,0.982599795291709,1,0,0.000138635026948775,0,0.862333674513818,0.999479166666667,0.999479166666667,1,0,1,1,1,"1276704"
"1458300_113",4979,53.3826069491866,0.613777867041575,0.000493602299421303,52,52.2005497654458,0.739856733633403,0.60534243824061,1,0,0.000575683187730269,0,0.507129945772243,0.999336429993364,0.999668214996682,1,3,4,1,2,"1276704"
"1458300_11433",4887,88.4481276856968,0.998772252915899,0.000376136700066865,93,21.9979750559447,0.314706689086757,0.993861264579497,1,0,0.000403487380941536,0,0.938817270308983,1,1,0,0,0,0,0,"1276704"
"1458300_11694",1628,94.512285012285,0.998771498771499,0.00323530114189774,97,23.3986490598368,0.580092175148883,0.995700245700246,1,0,0.0033981746847036,0,0.942260442260442,1,1,0,13,13,0,0,"1276704"
"1458300_11765",171844,104.149216731454,0.92980261167105,0.000302150334306139,110,32.2927834391909,0.0779003765937181,0.929686227043132,1,0,0.000273748557036102,0,0.927544749889435,0.999949925200769,0.999949925200769,8,2,10,8,8,"1276704"
"1458300_11803",2469,93.2616443904415,0.999594977723775,0.000406439119832291,100,23.5105258755225,0.473249066205469,0.994329688132847,1,0,0.000350771967303598,0,0.918185500202511,1,1,0,1,1,0,0,"1276704"
"1458300_12292",3848,94.9755717255717,0.998700623700624,0.000877085624727658,94,27.6932151288753,0.446490565234942,0.997401247401247,1,0,0.000928819195941344,0,0.944126819126819,0.999739447628973,1,0,5,5,0,1,"1276704"
"1458300_12294",121776,95.5768870713441,0.999950729207726,0.000289706672556345,96,13.3920418582439,0.0383767089955824,0.99982755222704,1,0,0.000281372374052236,0,0.996649586125345,0.999991786784937,0.999991786784937,1,3,4,1,1,"1276704"
"1458300_12833",199500,104.790902255639,0.999974937343358,0.000288733793331275,105,14.3612316628887,0.0321529871069304,0.999904761904762,1,0,0.000270951936662822,0,0.99722305764411,0.999984960973727,0.999984960973727,3,2,5,3,3,"1276704"
"1458300_4606",168241,97.4648926242711,0.962934124262219,0.000311332221395788,102,26.9560459514619,0.0657190925702208,0.962821191029535,1,0,0.000298310286352965,0,0.948704536944027,0.999969133134962,0.999981479880977,3,6,9,3,5,"1276704"
"1458300_4834",71152,91.1890740948954,0.827018214526647,0.000295948400487855,107,43.8380828723754,0.164346723113577,0.826835507083427,1,0,0.000298471847641313,0,0.824038677760288,0.999966004317452,0.999966004317452,2,0,2,2,2,"1276704"
"1458300_5059",3400,99.5832352941176,0.998529411764706,0.000549272288593916,101,26.274458881828,0.450669532166928,0.995,1,0,0.000608405478215723,0,0.951764705882353,0.999704404374815,1,0,3,3,0,1,"1276704"
"1458300_5272",501523,107.193837570759,0.999996012147,0.000291346478563437,106,19.043869011743,0.0268912005284622,0.999960121470002,1,0,0.000281717346569455,0,0.999118684487052,0.999966101897696,0.999966101897696,16,7,23,17,17,"1276704"
"1458300_13039",4955,92.7556004036327,0.997578203834511,0.000307521032431257,95,19.6422547063031,0.279070118781041,0.995156407669021,1,0,0.000268814951427832,0,0.95196770938446,0.999797201379031,0.999797201379031,1,0,1,1,1,"1276704"
"1458300_13543",246417,115.639541914722,0.999991883676857,0.000283910581328928,116,15.3613465568587,0.0309453098331304,0.999878255152851,1,0,0.000284591570568704,0,0.998023675314609,0.999959413443079,0.999959413443079,10,1,11,10,10,"1276704"
"1458300_14103",58551,91.020529111373,0.999846287851617,0.000344453882758167,91,14.4052733797783,0.059533039308959,0.99897525234411,1,0,0.000267251671465241,0,0.988761934040409,0.999965806705305,0.999965806705305,2,7,9,2,2,"1276704"
"1458300_14680",1054,147.187855787476,1,0.000558758429735517,171,64.1047885359523,1.97549659888164,0.995256166982922,1,0,0.000548052000792998,0,0.876660341555977,1,1,0,0,0,0,0,"1276704"
"1458300_1482",1277,76.9827721221613,1,0.00248106927651681,84,30.6021483037382,0.85669568272117,0.984338292873923,1,0,0.0025905497738572,0,0.812059514487079,1,1,0,10,10,0,0,"1276704"
"1458300_1992",2390,88.6066945606695,0.978242677824268,0.000325662628296919,96,30.359728148621,0.62114043739817,0.972803347280335,1,0,0.000346743284057371,0,0.873640167364017,0.999569892473118,0.999569892473118,1,0,1,1,1,"1276704"
"1458300_2569",1305,83.8283524904215,0.999233716475096,0.000954651254429284,91,29.1093795493048,0.806109711124506,0.995402298850575,1,0,0.000283121629981564,0,0.844444444444444,1,1,0,1,1,0,0,"1276704"
"1458300_2889",1174,175.780238500852,0.997444633730835,0.00225741783915245,206,76.7175248649759,2.23998740660816,0.985519591141397,1,0,0.00251699903412084,0,0.896933560477002,0.998271391529818,1,0,6,6,0,2,"1276704"
"1458300_3052",6101,108.623668251106,0.999836092443862,0.000310226520529588,111,22.6791360718576,0.290376582221424,0.997213571545648,1,0,0.000237610335262595,0,0.965743320767087,1,1,0,0,0,0,0,"1276704"
"1458300_3069",2364,159.700930626058,0.999153976311337,0.000456582812162543,180,53.1260575009812,1.0928881756,0.989847715736041,1,0,0.000341396634298996,0,0.926818950930626,1,1,0,2,2,0,0,"1276704"
"1458300_3192",9057,97.8394611902396,0.999558352655405,0.000256003367369195,100,18.7485425485468,0.197015005800202,0.997791763277023,1,0,0.000202288454219324,0,0.974605277685768,1,1,0,1,1,0,0,"1276704"
"1458300_3291",2224,76.8345323741007,0.93660071942446,0.000306219840602084,86,28.9360892442733,0.613719756207946,0.931654676258993,1,0,0.000370544296954711,0,0.842625899280576,1,1,0,0,0,0,0,"1276704"
"1458300_3362",8974,104.534209939826,1,0.000387344622779562,101,30.7075629710021,0.324172758985614,0.999219968798752,1,0,0.000296722999139742,0,0.982727880543793,0.999888479982157,0.999888479982157,1,0,1,1,1,"1276704"
"1458300_3412",2091,86.0798660927786,0.999521759923482,0.000303758893694162,95,27.0757626164759,0.592253389318871,0.987565758010521,1,0,0.000191077281912477,0,0.879005260640842,1,1,0,0,0,0,0,"1276704"
"1458300_3904",18902,117.372553168977,1,0.000294761992003067,118,18.6646905689232,0.135762055054017,0.999523859909004,1,0,0.000346410277689668,0,0.990371389270977,1,1,0,0,0,0,0,"1276704"
"1458300_3962",3432,115.673951048951,0.998834498834499,0.000708409723082837,98,50.920987949566,0.869333592977234,0.996794871794872,1,0,0.000575136440750135,0,0.960955710955711,1,1,0,5,5,0,0,"1276704"
"1458300_4201",94662,100.333280513828,0.999788721979252,0.00029773038887082,109,29.2305532412725,0.0950061001206184,0.999302782531533,1,0,0.000277804789433733,0,0.939342080243392,0.999978857456975,0.999978857456975,2,7,9,2,2,"1276704"
"1458300_4325",1197,155.183792815372,0.99749373433584,0.000379728627647125,183,61.1102894227629,1.76704964349812,0.990810359231412,1,0,0.000324584144320794,0,0.903926482873851,1,1,0,0,0,0,0,"1276704"
"1458300_4459",355035,96.2395763797936,0.999994366752574,0.000307839620047878,92,41.8226381333974,0.0701901954125213,0.999870435309195,1,0,0.00030722001382022,0,0.997093244328024,0.999963379146959,0.99996901312435,11,17,28,11,13,"1276704"
"1458300_7578",1413,625.436659589526,0.99929228591649,0.000218617966798562,722,253.993058708161,6.7593432278935,0.99858457183298,1,0,0.00014264922822238,0,0.9723991507431,1,1,0,0,0,0,0,"1323750"
"1458300_7712",71659,741.392665261865,1,0.0002604600676408,740,68.5459596682904,0.256064586296994,0.999972090037539,1,0,0.000235930842297116,0,0.999469710713239,0.999986044629276,1,0,1,1,0,1,"1323750"
"1458300_7810",1178,565.026315789474,1,0.00109182051307788,654,198.913010020353,5.79795656993732,0.999151103565365,1,0,0.00034057348319283,0,0.977079796264856,1,1,0,2,2,0,0,"1323750"
"1458300_7838",27523,998.326708571013,1,0.000246751129993172,878,668.224044916614,4.02793175464386,1,1,0,0.000249389220958851,0,0.999309668277441,1,1,0,1,1,0,0,"1323750"
"1458300_8019",11024,737.409288824383,1,0.000276565059693756,753,103.106564538919,0.982056360769974,0.999909288824383,1,0,0.000227595021390581,0,0.99800435413643,1,1,0,1,1,0,0,"1323750"
"1458300_9264",355218,761.506362290199,1,0.000244904525772305,762,65.7304837609713,0.110285891341133,0.999991554482036,1,0,0.000242254879721959,0,0.999901468957091,1,1,0,0,0,0,0,"1323750"
"1458300_962",3467,661.102394000577,1,0.000238009451030363,716,159.793135534252,2.71421245820638,0.999134698586674,1,0,0.000193312040558058,0,0.991923853475627,1,1,0,0,0,0,0,"1323750"
"1458300_9800",2210,868.069683257919,1,0.000711189130141565,784,402.231871440046,8.55812492425631,0.999547511312217,1,0,0.000519266095730164,0,0.986425339366516,1,1,0,4,4,0,0,"1323750"
"phage_ICP1",125956,0.00227063418971704,0.00227063418971704,NA,0,0.0475970420309239,0.000134113426247877,0,0.0020029613798157,NA,NA,NA,0,0,0,0,0,0,0,0,"1323750"
"1458300_7110",1070,3958.92710280374,1,0.00124994767046416,3567,2641.38837223983,80.7873586525625,1,1,0,0.00123151980242631,0,0.996261682242991,0.999065420560748,1,0,3,3,0,1,"1323750"
"1458300_7298",2368,680.251689189189,1,0.000220764666228668,758,197.581273896197,4.06112775956735,0.998733108108108,1,0,0.000235334524364084,0,0.984797297297297,1,1,0,0,0,0,0,"1323750"
"1458300_7559",572955,733.218441238841,0.999998254662234,0.000249186979593086,733,67.5110592192955,0.089189770017362,0.999993018648934,1,0,0.000243854954123268,0,0.999940658515939,0.999996509300097,0.999996509300097,2,10,12,2,2,"1323750"
"1458300_5386",1110,806.97027027027,1,0.000664681572776438,724,406.074215489623,12.1938160976745,0.998198198198198,1,0,0.000613799474605603,0,0.979279279279279,1,1,0,1,1,0,0,"1323750"
"1458300_5563",176561,713.974354472392,1,0.000247953540800427,713,67.7769840258981,0.161300635854712,0.999988672470138,1,0,0.000234525070548552,0,0.999807431992343,0.999988672341823,0.999988672341823,2,0,2,2,2,"1323750"
"1458300_6039",166799,913.476627557719,1,0.000255900432843736,915,88.0418022577516,0.215572572698587,1,1,0,0.00023385180534774,0,0.999922061882865,1,1,0,4,4,0,0,"1323750"
"1458300_6196",235868,747.209795309241,1,0.000240377512734868,811,182.234441759966,0.375229408806735,0.999987281021588,1,0,0.000236664433192257,0,0.99984313259959,0.999983041146418,0.999983041146418,4,0,4,4,4,"1323750"
"1458300_6533",76054,896.54537565414,1,0.000257222650899225,894,83.3078207997203,0.302083913659526,0.999973702895311,1,0,0.00024586335044241,0,0.999802771714834,1,1,0,3,3,0,0,"1323750"
"1458300_10454",10746,738.446026428439,1,0.000250004998758602,752,106.572866348518,1.02811912197272,1,1,0,0.000211909688718537,0,0.997022147775917,1,1,0,1,1,0,0,"1323750"
"1458300_10469",45543,893.551369035856,1,0.000262063888663677,900,90.7540035913922,0.425265100276116,0.999956085457699,1,0,0.000218427914811303,0,0.999451068221241,1,1,0,2,2,0,0,"1323750"
"1458300_1061",92205,896.763310015726,1,0.000250475816599538,895,81.8942148167504,0.269698382820716,0.999978309202321,1,0,0.000222202979214603,0,0.999793937422049,0.99998915436591,0.99998915436591,1,2,3,1,1,"1323750"
"1458300_10861",10035,761.978674638764,1,0.00025650064071292,728,219.241637489337,2.18869874433255,0.999900348779273,1,0,0.000195160999795774,0,0.996711509715994,0.999900338847917,0.999900338847917,1,0,1,1,1,"1323750"
"1458300_11168",1954,663.391504605937,1,0.000216128272190308,746,205.238071685243,4.64415604725255,1,1,0,0.000244872511705352,0,0.983111566018424,1,1,0,0,0,0,0,"1323750"
"1458300_113",4979,754.910624623418,1,0.000378197530965241,770,182.599470495996,2.5880464556675,0.99959831291424,1,0,0.000243675404776211,0,0.992367945370556,1,1,0,2,2,0,0,"1323750"
"1458300_11433",4887,701.481072232453,1,0.000317513649880974,734,148.089008402011,2.118585979201,0.999590750971966,1,0,0.000169002496301918,0,0.992838142009413,1,1,0,1,1,0,0,"1323750"
"1458300_11694",1628,670.145577395577,1,0.00313410170257167,720,189.697224969239,4.70291577820179,0.998771498771499,1,0,0.00312149076728352,0,0.988943488943489,0.998154981549816,1,0,12,12,0,3,"1323750"
"1458300_11765",171844,853.963693815321,1,0.000248940592319391,847,100.659622241778,0.242822750017253,0.999994180768604,1,0,0.000246524234920886,0,0.999837061520914,1,1,0,1,1,0,0,"1323750"
"1458300_11803",2469,690.786553260429,1,0.000285645454783934,748,171.196433724642,3.44605445351795,0.999594977723775,1,0,0.00017461100140137,0,0.98906439854192,1,1,0,1,1,0,0,"1323750"
"1458300_12292",3848,713.968555093555,1,0.000870914793274835,740,180.569195042588,2.91127056152175,0.999740124740125,1,0,0.000810473993455685,0,0.992463617463617,0.999740057187419,1,0,6,6,0,1,"1323750"
"1458300_12294",121776,707.608945933517,1,0.000255878337733106,707,64.7906906982431,0.185666495734453,0.999983576402575,1,0,0.000247400500082984,0,0.999646892655367,1,1,0,2,2,0,0,"1323750"
"1458300_12833",199500,763.510576441103,1,0.00025087227797449,765,68.7420513038577,0.15390478624396,1,1,0,0.000245705591559786,0,0.999774436090226,1,1,0,3,3,0,0,"1323750"
"1458300_4606",168241,798.538798509281,0.999994056145648,0.000242424824310916,809,100.354845337678,0.244666053118202,0.999994056145648,1,0,0.000235503415724314,0,0.999845459786853,0.999994056110319,1,0,2,2,0,1,"1323750"
"1458300_4834",71152,807.332710254104,1,0.000261203195939141,807,69.9393657400321,0.26219909318296,1,1,0,0.000251967488354432,0,0.999732966044524,0.999985945581291,0.999985945581291,1,3,4,1,1,"1323750"
"1458300_5059",3400,731.716176470588,1,0.000480544482935663,745,185.12676667171,3.17536485538122,0.999705882352941,1,0,0.000457278176172249,0,0.994117647058824,0.999705795822301,1,0,3,3,0,1,"1323750"
"1458300_5272",501523,786.130091740558,1,0.000243780859179088,786,67.4337309083913,0.0952208807528414,0.999996012147,1,0,0.000239049275614689,0,0.999934200425504,1,1,0,3,3,0,0,"1323750"
"1458300_13039",4955,697.9473259334,1,0.000253912500120634,723,140.274381011384,1.99296815748052,0.999192734611504,1,0,0.000255114958978231,0,0.992330978809284,1,1,0,0,0,0,0,"1323750"
"1458300_13543",246417,860.461522541058,1,0.000247116947888926,861,73.3141955001105,0.147690860727613,1,1,0,0.000243002424751393,0,0.999894487799137,0.999995941838428,0.999995941838428,1,1,2,1,1,"1323750"
"1458300_14103",58551,685.37715837475,1,0.000256639540548775,685,67.3107875891117,0.278177002116794,0.999965841744804,1,0,0.000248812375087781,0,0.999436388789261,1,1,0,2,2,0,0,"1323750"
"1458300_14680",1054,1128.07305502846,1,0.00128082164777077,1338,476.118022472689,14.6723755828872,1,1,0,0.000113076945910118,0,0.986717267552182,0.999051233396584,1,0,3,3,0,1,"1323750"
"1458300_1482",1277,562.239624119029,1,0.00338598481359753,580,247.995182517908,6.94253227224535,1,1,0,0.00250984137020416,0,0.986687548942835,1,1,0,14,14,0,0,"1323750"
"1458300_1992",2390,651.512552301255,0.980753138075314,0.000371381373205915,717,210.471810218929,4.30611735452277,0.979916317991632,1,0,0.000284851137605013,0,0.969456066945607,0.998719043552519,0.998719043552519,3,0,3,3,3,"1323750"
"1458300_2569",1305,2423.32490421456,1,0.00120802396101971,2806,820.737490170021,22.7282227018751,1,1,0,0.000808602196097241,0,0.997701149425287,1,1,0,3,3,0,0,"1323750"
"1458300_2889",1174,1273.80238500852,1,0.00243143011948443,1576,552.307371704639,16.1261922796997,0.999148211243612,1,0,0.0019875647490506,0,0.986371379897785,1,1,0,6,6,0,0,"1323750"
"1458300_3052",6101,829.007539747582,1,0.000323779212781483,864,157.137109172314,2.01193451800979,0.999672184887723,1,0,0.000225428231698577,0,0.995246680871988,1,1,0,2,2,0,0,"1323750"
"1458300_3069",2364,1190.57402707276,1,0.000505714448777117,1382,415.491516792775,8.54732662510381,1,1,0,0.000437478723680384,0,0.993231810490694,1,1,0,2,2,0,0,"1323750"
"1458300_3192",9057,720.467373302418,1,0.000235177861267033,741,110.810970949876,1.16443313008925,0.999668764491554,1,0,0.000234386474538328,0,0.996025173898642,1,1,0,0,0,0,0,"1323750"
"1458300_3291",2224,631.60476618705,1,0.000259370107775214,693,171.11390983539,3.62923911871566,0.99955035971223,1,0,0.000232694110913867,0,0.984712230215827,1,1,0,0,0,0,0,"1323750"
"1458300_3362",8974,774.701136616893,1,0.000353291408240364,753,191.756002346657,2.02432450896442,1,1,0,0.000292038012323026,0,0.997882772453755,1,1,0,1,1,0,0,"1323750"
"1458300_3412",2091,633.059780009565,1,0.000461165127373375,711,186.663433642878,4.08306324748247,1,1,0,0.000284195320798708,0,0.989478718316595,1,1,0,1,1,0,0,"1323750"
"1458300_3904",18902,870.871283462068,1,0.000246715888757021,877,105.202114083172,0.765212536003081,0.999947095545445,1,0,0.000228292932952012,0,0.998518675272458,1,1,0,0,0,0,0,"1323750"
"1458300_3962",3432,838.975524475524,1,0.000630113776937113,748,307.251731387434,5.24546483387289,0.999708624708625,1,0,0.000544346838438847,0,0.994755244755245,1,1,0,7,7,0,0,"1323750"
"1458300_4201",94662,764.080845534639,0.999989436098963,0.000254513898664155,847,211.222257372064,0.686521488866616,0.999904924890664,1,0,0.000228094143934321,0,0.999080940609748,1,1,0,3,3,0,0,"1323750"
"1458300_4325",1197,1035.31746031746,1,0.00164514989183662,1203,425.060549389753,12.2909431350934,1,1,0,0.000131748730541337,0,0.984126984126984,0.999164578111946,1,0,4,4,0,1,"1323750"
"1458300_4459",355035,710.410207444336,1,0.000250105238235099,703,94.3258438506631,0.158305398889747,0.999997183376287,1,0,0.00024146028281713,0,0.999929584407171,1,1,0,7,7,0,0,"1323750"
"1458300_7578",1413,11.5449398443029,0.922151450813871,0.00021407164476972,13,5.8673950232994,0.156144963243598,0.80962491153574,0.999962612789696,0,NA,NA,0,1,1,0,0,0,0,0,"D10181707"
"1458300_7712",71659,17.7004842378487,0.999511575656931,0.000307931193508693,17,5.58929957994743,0.0208797380845671,0.995855370574527,0.999999837001947,0,NA,NA,0,0.999957960819484,0.999957960819484,3,27,30,3,3,"D10181707"
"1458300_7810",1178,10.3811544991511,0.99320882852292,0.000544105409510443,10,5.11811769286967,0.149183927688037,0.854838709677419,0.999895524652424,0,NA,NA,0,1,1,0,0,0,0,0,"D10181707"
"1458300_7838",27523,20.3689641390837,0.859390328089234,0.000336559315991414,21,13.2394378715042,0.079804898704178,0.854449006285652,0.99999998455214,0,0.000721064348707223,0,0.0327725901972895,1,1,0,11,11,0,0,"D10181707"
"1458300_8019",11024,9.11656386066763,0.650036284470247,0.000253588881128808,10,7.92267611076469,0.0754609030345488,0.62300435413643,0.99968087442767,0,NA,NA,0,1,1,0,3,3,0,0,"D10181707"
"1458300_9264",355218,18.3482340421938,0.999836719986037,0.000348985569502025,18,5.2415338942722,0.00879450757774295,0.997795719811496,0.999999908001233,0,NA,NA,0,0.999977428865659,0.999977428865659,8,174,182,8,8,"D10181707"
"1458300_962",3467,13.1814248629939,0.993654456302279,0.000520883936887984,14,5.15899174041484,0.0876295443280557,0.929910585520623,0.999991186255272,0,NA,NA,0,1,1,0,2,2,0,0,"D10181707"
"1458300_9800",2210,16.0642533936652,0.994117647058824,0.000616671158227389,15,8.50666164343464,0.180992800924141,0.914932126696832,0.999999308730273,0,NA,NA,0,1,1,0,4,4,0,0,"D10181707"
"phage_ICP2",49675,259.747176648213,0.891011575239054,0.00274915931640862,311,138.377943455079,0.620872330091236,0.877906391545043,1,0,0.0026423325398145,0,0.843140412682436,0.998165558358175,0.998165558358175,80,5,85,80,80,"D10181707"
"1458300_7110",1070,72.8439252336449,0.995327102803738,0.00116799560543224,73,41.1522922166676,1.2586505739267,0.975700934579439,1,0,0.00136077174036453,0,0.581308411214953,0.99904214559387,1,0,2,2,0,1,"D10181707"
"1458300_7298",2368,12.0261824324324,0.982263513513514,0.00013104193030522,12,4.01908331543999,0.0826090980105858,0.933699324324324,0.999975555836638,0,NA,NA,0,1,1,0,0,0,0,0,"D10181707"
"1458300_7559",572955,17.3371992564861,0.99990051574731,0.00034662320776202,17,5.13873552478326,0.0067888527440623,0.998420469321325,0.999999775355558,0,NA,NA,0,0.999961541823267,0.999961541823267,22,243,265,22,22,"D10181707"
"1458300_5386",1110,18.127027027027,0.984684684684685,0.000992999490038837,18,10.649497268056,0.319788861902464,0.904504504504504,0.999999888156455,0,NA,NA,0,1,1,0,3,3,0,0,"D10181707"
"1458300_5563",176561,16.0637796568891,0.999807431992343,0.000328354842817458,16,5.04353236692389,0.0120029681082857,0.996046692078092,0.999999308441048,0,NA,NA,0,0.999943137555938,0.999943137555938,10,60,70,10,10,"D10181707"
"1458300_6039",166799,26.0548084820652,0.999982014280661,0.00034629825369259,26,6.5707595291408,0.0160886703810737,0.998836923482755,0.999999999898036,0,0,0,0.000401681065234204,0.999981993337535,0.999981993337535,3,63,66,3,3,"D10181707"
"1458300_6196",235868,18.6650965794427,0.996701544931911,0.000335196218071321,20,8.49368429544538,0.0174889011428967,0.919963708514932,0.999999930454198,0,NA,NA,0,0.99995852343426,0.99995852343426,9,95,104,9,9,"D10181707"
"1458300_6533",76054,25.961895495306,0.999842217371867,0.000346345030003303,26,6.14395848840058,0.0222787129434064,0.998566807794462,0.999999999889317,0,0.000599999912083149,0,0.00168301470008152,0.999986832576206,0.999986832576206,1,42,43,1,1,"D10181707"
"1458300_10454",10746,14.0810534152243,0.999348594825982,0.00040870870745513,14,4.82620339428322,0.0465588678075486,0.973757677275265,0.999996017378016,0,NA,NA,0,0.999904434250764,0.999904434250764,1,4,5,1,1,"D10181707"
"1458300_10469",45543,24.0344290011637,0.99868256373098,0.000327053623714435,24,6.20559497769625,0.0290788600615881,0.996991853852403,0.999999999392944,0,NA,NA,0,0.999977976478879,0.999977976478879,1,22,23,1,1,"D10181707"
"1458300_1061",92205,25.8667208936609,0.999696328832493,0.000382517590111542,26,5.99427734709174,0.0197406728949897,0.998459953364785,0.999999999879614,0,0,0,3.2536196518627e-05,0.999913102983826,0.999913102983826,8,59,67,8,8,"D10181707"
"1458300_10861",10035,13.8471350274041,0.996811160936722,0.000241397914433561,12,6.82950240882681,0.0681792177699018,0.973492775286497,0.999995103648535,0,NA,NA,0,0.999795270754427,0.999795270754427,2,3,5,2,2,"D10181707"
"1458300_11168",1954,12.9907881269191,0.990276356192426,0.000188146955122814,13,5.4402793870116,0.123103409647509,0.938075742067554,0.999989570434162,0,NA,NA,0,1,1,0,0,0,0,0,"D10181707"
"1458300_113",4979,9.4601325567383,0.602128941554529,0.00060405152691867,9,9.64666842758993,0.136725621192703,0.552922273548905,0.999764381608679,0,NA,NA,0,1,1,0,3,3,0,0,"D10181707"
"1458300_11433",4887,14.6869244935543,0.992838142009413,0.000318842352014848,15,5.05243620618658,0.0722809925107786,0.970329445467567,0.999997667463668,0,NA,NA,0,1,1,0,1,1,0,0,"D10181707"
"1458300_11694",1628,12.455773955774,0.983415233415233,0.00268769718464679,13,4.77721196208858,0.118435182781213,0.926904176904177,0.999983272364785,0,NA,NA,0,0.999337309476474,1,0,8,8,0,1,"D10181707"
"1458300_11765",171844,21.7735155140709,0.998958357580131,0.00034786822078503,22,5.89140276735205,0.0142119212209196,0.997596657433486,0.999999995530611,0,0,0,0.000593561602383557,0.99994750074374,0.999953333994435,8,90,98,8,9,"D10181707"
"1458300_11803",2469,13.0044552450385,0.96881328473066,0,14,5.93992303818802,0.119566148627986,0.904009720534629,0.999989695542418,0,NA,NA,0,1,1,0,0,0,0,0,"D10181707"
"1458300_12292",3848,12.1813929313929,0.990384615384615,0.000411293865029361,12,5.34202797864322,0.0861281393505773,0.91450103950104,0.999978686501603,0,NA,NA,0,0.99971582836033,1,0,1,1,0,1,"D10181707"
"1458300_12294",121776,15.3014879779267,0.99982755222704,0.000328395333340614,15,4.9234876133049,0.0141089203109714,0.994547365654973,0.999998644328812,0,NA,NA,0,0.999991743179867,0.999991743179867,1,54,55,1,1,"D10181707"
"1458300_12833",199500,18.5216140350877,0.999854636591479,0.00034164221061106,18,5.22237992985314,0.011692250253575,0.998401002506266,0.999999921060586,0,0,0,4.01002506265664e-05,0.99998493832243,0.99998493832243,3,83,86,3,3,"D10181707"
"1458300_4606",168241,18.4374973995637,0.962256524866115,0.000339109273290505,19,6.86486029924769,0.0167365937237329,0.949209764563929,0.999999914974124,0,NA,NA,0,0.999987476204789,0.999987476204789,2,89,91,2,2,"D10181707"
"1458300_4834",71152,20.2769001574095,0.999873510231617,0.000284686323824279,20,5.46660306403724,0.0204940143653796,0.999002136271644,0.99999998324389,0,NA,NA,0,0.999943726171551,0.999943726171551,4,22,26,4,4,"D10181707"
"1458300_5059",3400,15.4291176470588,0.984117647058824,0.000583669405773146,15,5.72283653837699,0.0981602733292415,0.962647058823529,0.999998788814447,0,NA,NA,0,1,1,0,2,2,0,0,"D10181707"
"1458300_5272",501523,19.1228976537467,0.999966103249502,0.000326532864957652,19,5.5500745243373,0.0078370717048008,0.999559342243526,0.99999995357922,0,0.00050256420404482,0,0.000155526266990746,0.999968083111578,0.999968083111578,16,209,225,16,16,"D10181707"
"1458300_13039",4955,14.626034308779,0.999798183652876,0.000375146213382305,15,4.45336960314699,0.063271880072266,0.980827447023209,0.999997538619766,0,NA,NA,0,1,1,0,3,3,0,0,"D10181707"
"1458300_13543",246417,24.3690329806791,0.99997565103057,0.000356515635804744,24,6.0259578878324,0.0121392439907627,0.999764626628845,0.999999999548234,0,0.00292830197316296,0,0.000215082563297175,0.999959408830203,0.999959408830203,10,115,125,10,10,"D10181707"
"1458300_14103",58551,14.6163173985073,0.999385151406466,0.000318368586422535,14,4.69310147497529,0.0193952997089832,0.992433946474014,0.999997517410186,0,NA,NA,0,0.999948371996971,0.999948371996971,3,27,30,3,3,"D10181707"
"1458300_14680",1054,23.9525616698292,0.993358633776091,0.00027444370037033,27,10.338283346185,0.318591544486715,0.917457305502846,0.999999999347436,0,NA,NA,0,1,1,0,0,0,0,0,"D10181707"
"1458300_1482",1277,15.5262333594362,0.986687548942835,0.00259558127707793,17,7.32778640172475,0.205138636410492,0.931871574001566,0.999998888348773,0,NA,NA,0,1,1,0,4,4,0,0,"D10181707"
"1458300_1992",2390,17.0468619246862,0.969037656903766,0.000552726747729437,18,7.15280766667887,0.146341826941151,0.939330543933054,0.999999709708161,0,NA,NA,0,0.999554565701559,0.999554565701559,1,1,2,1,1,"D10181707"
"1458300_2569",1305,13.7885057471264,0.992337164750958,0.000243945859181527,14,4.21069861480012,0.116604513615954,0.95632183908046,0.999994843490056,0,NA,NA,0,1,1,0,0,0,0,0,"D10181707"
"1458300_2889",1174,30.1993185689949,0.992333901192504,0.00236780086637534,35,13.5917401342274,0.396849700093223,0.9190800681431,0.999999999997375,0,NA,NA,0,1,1,0,6,6,0,0,"D10181707"
"1458300_3052",6101,21.6344861498115,0.997377479101787,0.000332046470268854,22,6.74978256540382,0.0864221099899764,0.980003278151123,0.999999994946836,0,NA,NA,0,1,1,0,0,0,0,0,"D10181707"
"1458300_3069",2364,22.6467851099831,0.994077834179357,0.0004376914878651,24,9.06584452998223,0.186498956533007,0.94585448392555,0.999999997932884,0,NA,NA,0,1,1,0,1,1,0,0,"D10181707"
"1458300_3192",9057,15.8823009826653,0.99900629347466,0.000341040993570019,16,5.0832153579765,0.0534158695611806,0.9857568731368,0.999999188248654,0,NA,NA,0,1,1,0,6,6,0,0,"D10181707"
"1458300_3291",2224,14.9937050359712,0.893435251798561,0.000753611764725992,15,9.3922302543329,0.199204433373071,0.825089928057554,0.999998220968685,0,NA,NA,0,1,1,0,0,0,0,0,"D10181707"
