ARG-group,ReadCount,16s-NormalizedReadCount,Sample
QNRB34,1,0.000322322160099,D05181749
DNA_BINDING_TRANSCRIPTIONAL_REGULATOR_GADX,1420,0.359142173278,D05181749
AAC_6___IB7,1,0.00026551442307,D05181749
SERRATIA_MARCESCENS_OMP1,89,0.0164910014264,D05181749
MEXX,1031,0.180423084895,D05181749
MEXW,3,0.000204221800848,D05181749
VGAC,48,0.0437679564766,D05181749
EVGS,3443,0.19932946316,D05181749
TOLC,1428,0.199917877967,D05181749
ACRF,2702,0.181089567182,D05181749
MEXE,152,0.0265327158489,D05181749
MEXB,449,0.0297470073854,D05181749
ADEJ,8,0.000524001999404,D05181749
OQXA,5,0.000886179851934,D05181749
OQXB,6,0.000395995796693,D05181749
ACRD,1947,0.130111540818,D05181749
SMEF,19,0.00277781861604,D05181749
SMEB,1,6.60622158448e-05,D05181749
DHA,20,0.00365695326761,D05181749
MDTP,1800,0.255612040898,D05181749
MACB,1238,0.13321815117,D05181749
MACA,797,0.1488720047,D05181749
OMP36,44,0.00813111369209,D05181749
PBP_1B,10,0.00084408361049,D05181749
ACRS,775,0.244122408757,D05181749
CATB,2,0.000659992994488,D05181749
PBP_1A,15,0.00144574265135,D05181749
RPOB2,355,0.021171462022,D05181749
QNRB33,4,0.00129531335367,D05181749
DNA_BINDING_PROTEIN_H_NS,305,0.154279384295,D05181749
ACRB,4997,0.332330541567,D05181749
ACRA,1635,0.283970669997,D05181749
KLEBSIELLA_PNEUMONIAE_OMPK35,20,0.00610566206354,D05181749
KLEBSIELLA_PNEUMONIAE_OMPK37,436,0.0807873777745,D05181749
KLEBSIELLA_PNEUMONIAE_OMPK36,33,0.0062312690079,D05181749
BACTERIAL_REGULATORY_PROTEIN_LUXR,598,0.203141961392,D05181749
OMPR,1006,0.0310247965437,D17181798
BACA,3673,0.0946028215934,D17181798
CTX_M,7,0.000169141765503,D17181798
ERM_TR_,2,5.78721384612e-05,D17181798
COB_I_ALAMIN_ADENOLSYLTRANSFERASE,248,0.00889695549037,D17181798
OMPF,1298,0.0260023969809,D17181798
EPTA,1212,0.015579772149,D17181798
MSBA,728,0.00879537180613,D17181798
MULTIDRUG_ABC_TRANSPORTER,2,2.43303281074e-05,D17181798
PORIN_OMPC,184,0.00352531206386,D17181798
MDFA,667,0.0114389927731,D17181798
PBP_2X,4,3.75011457229e-05,D17181798
LMRD,2,2.12430961421e-05,D17181798
MPHA,5,0.000116801741246,D17181798
MRX,2,3.41333243837e-05,D17181798
MEFE,1,1.74478035311e-05,D17181798
APH_6__I,2,5.28681565642e-05,D17181798
QEPA,6,8.25612307988e-05,D17181798
ESCHERICHIA_COLI_MDFA,17,0.000291548541443,D17181798
MTRE,1,1.50566698566e-05,D17181798
CLASS_C,894,0.016118280902,D17181798
MTRA,1,3.08397579958e-05,D17181798
MEFA,62,0.00107642177538,D17181798
CPXA,1132,0.0174171076142,D17181798
MSRE,1,1.43207022872e-05,D17181798
ROSA,436,0.0074773625923,D17181798
ROSB,731,0.00946593146526,D17181798
AAD_9_,3,8.11322864196e-05,D17181798
QNRS9,1,3.22544257937e-05,D17181798
CAMP_REGULATORY_PROTEIN,524,0.0226042182041,D17181798
TET_W_N_W_,233,0.00256389875394,D17181798
YOJI,732,0.00940956535733,D17181798
MDTP,1177,0.0169590862638,D17181798
DFRD,8,0.000347232830767,D17181798
LSA,1,1.41194072752e-05,D17181798
FLOR,1,1.74046158986e-05,D17181798
DFRK,161,0.00694518918103,D17181798
UGD,627,0.0113627021754,D17181798
MDTC,13,8.91795538531e-05,D17181798
MDTB,10,6.7610238683e-05,D17181798
MDTA,131,0.00221957082366,D17181798
MDTG,465,0.00813341080276,D17181798
MDTF,1995,0.0135272635699,D17181798
MDTE,807,0.0147386808109,D17181798
MDTD,492,0.00734496962406,D17181798
MDTK,825,0.0122383090274,D17181798
MDTH,476,0.00832581406907,D17181798
MDTO,1403,0.014443843553,D17181798
MDTN,816,0.0167279163137,D17181798
MDTM,974,0.0167040164333,D17181798
MDTL,1041,0.0187206007181,D17181798
VANS,5,7.86517318013e-05,D17181798
VANR,64,0.00196512554006,D17181798
BCRA,21,0.000477866541371,D17181798
EFRB,131,0.00254453561276,D17181798
EFRA,6,8.6987193687e-05,D17181798
EMRY,635,0.00872066438013,D17181798
BAER,328,0.00960966859148,D17181798
BAES,594,0.00894366189482,D17181798
EMRR,342,0.0136634145993,D17181798
EMRB_QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,253,0.00369846278634,D17181798
PMRF,431,0.00941168117617,D17181798
DFRA12,1,4.26149383214e-05,D17181798
EMRK,523,0.00950247054896,D17181798
EMRA,600,0.0108176381893,D17181798
EMRB,806,0.0110690637644,D17181798
EMRD,1087,0.0193989905143,D17181798
EMRE,126,0.00708771654162,D17181798
APH_3____I,1,2.58509736141e-05,D17181798
ERMB,3762,0.107968859854,D17181798
HMRM,5,7.57700950758e-05,D17181798
MGRB,52,0.0077794929957,D17181798
ERMX,19413,0.5395329115,D17181798
TETW,14840,0.163297242526,D17181798
ESCHERICHIA_COLI_MIPA,297,0.0084207461792,D17181798
ESCHERICHIA_COLI_LAMB,1154,0.0181935210892,D17181798
TEM,2,5.00460129753e-05,D17181798
TETQ,7,7.49166723915e-05,D17181798
SUL1,10,0.000248461654524,D17181798
SUL2,2,5.18927293213e-05,D17181798
OXA,43,0.00109548183837,D17181798
TETM,7193,0.0791507456527,D17181798
PENA,45,0.000507890717555,D17181798
TETA,177,0.00296326017542,D17181798
KDPE,445,0.0139066748722,D17181798
SDIA,298,0.0087307354886,D17181798
ERM_39_,1,2.85831903375e-05,D17181798
AADA,3,8.02068230764e-05,D17181798
TRIC,1,6.92755154979e-06,D17181798
TETO,95,0.00104536644474,D17181798
RLMA_II_,2,4.98685448442e-05,D17181798
BICYCLOMYCIN_MULTIDRUG_EFFLUX_PROTEIN_BCR,530,0.00941079887931,D17181798
KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA,519,0.0133675100482,D17181798
TAEA,87,0.000944039258648,D17181798
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,692,0.022218144555,D17181798
TET37,1,6.51061557688e-05,D17181798
TET35,2,3.81109204501e-05,D17181798
TET34,65,0.00296782606167,D17181798
TET32,296,0.00325714176466,D17181798
TETA_46_,3,3.67498161483e-05,D17181798
TETB_46_,1,1.21651640537e-05,D17181798
MARA,151,0.00836024557699,D17181798
MEL,65,0.000938491198146,D17181798
ARNA,690,0.00732886816902,D17181798
GADW,637,0.0185084425301,D17181798
PATA,936,0.0143386733646,D17181798
PATB,5,9.06116600907e-05,D17181798
DNA_BINDING_TRANSCRIPTIONAL_REGULATOR_GADX,693,0.0177839603006,D17181798
AAC_6___IB7,3,8.08214347475e-05,D17181798
ERM_38_,14,0.000261115404569,D17181798
SERRATIA_MARCESCENS_OMP1,166,0.00312091754177,D17181798
MEXX,791,0.0140451734218,D17181798
CFXA6,8,0.000169944769137,D17181798
MEXT,1,2.31298184968e-05,D17181798
CFXA3,1,2.19048748381e-05,D17181798
CFXA2,4,8.76194993525e-05,D17181798
EVGS,1515,0.00889947302164,D17181798
TOLC,872,0.0123867420721,D17181798
TRANSCRIPTIONAL_REGULATORY_PROTEIN_CPXR_CPXR,600,0.0181848228182,D17181798
MEXE,124,0.00219622578855,D17181798
MEXB,62,0.000416778985687,D17181798
ADEJ,1,6.6459969972e-06,D17181798
KLEBSIELLA_PNEUMONIAE_OMPK37,241,0.004530970648,D17181798
ACI_1,6,0.000148552073726,D17181798
SMEF,3,4.45029419179e-05,D17181798
SMEB,3,2.01090509715e-05,D17181798
MACB,729,0.00795953083229,D17181798
MACA,485,0.00919207665545,D17181798
OMP36,159,0.00298134108497,D17181798
PBP_1B,15,0.000128467688606,D17181798
ACRS,501,0.0160125630743,D17181798
PBP_1A,42,0.000410739252528,D17181798
RPOB2,11088,0.0670954233716,D17181798
DFRG,4543,0.193599664794,D17181798
DNA_BINDING_PROTEIN_H_NS,167,0.0085712016456,D17181798
ACRB,1891,0.012760556603,D17181798
ACRA,516,0.00909332292904,D17181798
ACRF,1706,0.0116012369324,D17181798
ACRD,1070,0.00725522407006,D17181798
KLEBSIELLA_PNEUMONIAE_OMPK36,38,0.000728053578407,D17181798
BACTERIAL_REGULATORY_PROTEIN_LUXR,301,0.0103748574105,D17181798
DFRK,19,0.00448806854697,D15180744
OMPR,1712,0.289109523648,D15180744
BACA,1314,0.185321669082,D15180744
CTX_M,954,0.126226014684,D15180744
SDEY,2,7.32690843964e-05,D15180744
VGAC,908,0.46000837758,D15180744
COB_I_ALAMIN_ADENOLSYLTRANSFERASE,527,0.103525664944,D15180744
OMPF,2560,0.280818899877,D15180744
SAT_2,710,0.157109550194,D15180744
EPTA,2160,0.152040717215,D15180744
MSBA,1467,0.0970511339319,D15180744
MULTIDRUG_ABC_TRANSPORTER,5,0.000333070102511,D15180744
TET44,1,6.01607872661e-05,D15180744
PORIN_OMPC,318,0.0333621891673,D15180744
MDFA,1243,0.116729535331,D15180744
PBP_2X,456,0.023409765541,D15180744
LMRD,478,0.0278011903934,D15180744
LMRC,185,0.0124528622593,D15180744
MPHA,1471,0.188165354032,D15180744
MRX,1697,0.158590844257,D15180744
EFMA,1642,0.1477144115,D15180744
APH_6__I,1039,0.15039292143,D15180744
TOLC,1613,0.125465018001,D15180744
TET_45_,1,0.000154630135945,D15180744
QEPA,11,0.000828829632785,D15180744
ESCHERICHIA_COLI_MDFA,27,0.00253555708282,D15180744
MTRE,21,0.00173139396329,D15180744
CLASS_C,1604,0.158355532759,D15180744
CLASS_A,1,0.000128343012834,D15180744
MEFA,722,0.0686397446418,D15180744
MDTO,2508,0.141384015895,D15180744
MSRE,20,0.00156834638901,D15180744
MSRC,2352,0.184062662309,D15180744
ROSB,1308,0.0927473264018,D15180744
NORA,2,0.000198468576548,D15180744
QNRD2,2,0.0003598402229,D15180744
TETO,6,0.000361529613618,D15180744
MTRD,1,3.6085195736e-05,D15180744
AADA25,3,0.000439196621866,D15180744
CAMP_REGULATORY_PROTEIN,943,0.22274992841,D15180744
ROSA,674,0.063295017549,D15180744
YOJI,1409,0.0991784122944,D15180744
ESCHERICHIA_COLI_MIPA,436,0.0676905890271,D15180744
DFRE,26,0.00610411890309,D15180744
LSA,540,0.0417501367051,D15180744
LSAC,7,0.000547805542585,D15180744
MGRB,117,0.0958476542656,D15180744
UGD,973,0.0965549624905,D15180744
MDTC,29,0.0010893504504,D15180744
MDTB,32,0.00118470473386,D15180744
MDTA,218,0.0202256217816,D15180744
MDTG,1126,0.107846442128,D15180744
MDTF,3203,0.11892459116,D15180744
MDTE,1324,0.132409986228,D15180744
MDTD,1023,0.0836273261971,D15180744
MDTK,1490,0.121032334888,D15180744
MDTH,856,0.0819862828255,D15180744
CPXA,1808,0.152326586786,D15180744
MDTN,1360,0.152664575033,D15180744
MDTM,19,0.00178428091014,D15180744
MDTL,1691,0.166517673685,D15180744
TETB_60_,7,0.000465492792663,D15180744
VANS,1441,0.124122336573,D15180744
AAC_6___II,2,0.000398993822283,D15180744
BCRA,1,0.000124604866829,D15180744
BLEOMYCIN_RESISTANCE_PROTEIN,142,0.0594283950733,D15180744
EFRB,869,0.0924282415633,D15180744
EFRA,1377,0.109316491963,D15180744
TEM,3,0.00041106303043,D15180744
EMRY,1360,0.102273338352,D15180744
TETA_60_,31,0.00206146808179,D15180744
BAER,702,0.112620993762,D15180744
BAES,1077,0.0887957761173,D15180744
AMPC,7,0.000707402432945,D15180744
EMRR,583,0.127540869004,D15180744
DFRA17,2,0.000490482851596,D15180744
EMRB_QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,3380,0.270560945975,D15180744
PMRF,768,0.09183301291,D15180744
DFRA12,3,0.000700052797278,D15180744
EMRK,1162,0.115608202258,D15180744
EMRA,987,0.0974419643596,D15180744
EMRB,1534,0.115358309583,D15180744
EMRD,1689,0.165054326404,D15180744
EMRE,4,0.00123209292321,D15180744
TETA_48_,1,0.000112253363995,D15180744
APH_3____I,798,0.112960725267,D15180744
ERMB,1521,0.239032313291,D15180744
ERMC,198,0.0312441596818,D15180744
ERMF,1,0.000144747758836,D15180744
ERMG,12,0.00189358543526,D15180744
FOSX,40,0.0115798207069,D15180744
ERMX,10,0.00152185390713,D15180744
TETW,34,0.0020486678105,D15180744
DFRA1,733,0.17976196511,D15180744
ERMT,1172,0.18494017751,D15180744
DFRA5,21,0.00379606094299,D15180744
ESCHERICHIA_COLI_LAMB,1975,0.17050052714,D15180744
MAJOR_FACILITATOR_SUPERFAMILY_TRANSPORTER,3,0.000296937561827,D15180744
QNRB62,1,0.000170366831196,D15180744
TETS,22,0.00131531659116,D15180744
TETR,4,0.000740440458659,D15180744
TETU,2682,1.39547010982,D15180744
SUL1,14,0.00190473729295,D15180744
SUL2,863,0.12261256835,D15180744
OXA,75,0.0104627456115,D15180744
TETM,7186,0.432991967243,D15180744
TETL,1881,0.158130921708,D15180744
PENA,75,0.00463518104137,D15180744
TETA,2512,0.230284034457,D15180744
TETC,1,0.000195446212438,D15180744
TETB,1,8.55620085562e-05,D15180744
KDPE,618,0.105754642575,D15180744
SDIA,481,0.0771662364666,D15180744
AADA,1121,0.164113137704,D15180744
CAT_CHLORAMPHENICOL_ACETYLTRANSFERASE,4,0.000716333094889,D15180744
RLMA_II_,212,0.0289454454477,D15180744
BICYCLOMYCIN_MULTIDRUG_EFFLUX_PROTEIN_BCR,929,0.0903262567599,D15180744
KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA,991,0.139766951339,D15180744
TAEA,1,5.94180614974e-05,D15180744
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,424,0.0745444348517,D15180744
TET34,77,0.0192514519251,D15180744
TET32,45,0.00271147210213,D15180744
TETA_46_,628,0.0421251282543,D15180744
TETB_46_,628,0.0418336048754,D15180744
MARA,271,0.082159739712,D15180744
MEL,880,0.0695740357048,D15180744
TRANSCRIPTIONAL_REGULATORY_PROTEIN_CPXR_CPXR,1125,0.186705891515,D15180744
ARNA,1154,0.0671183550502,D15180744
TET_K_,1,8.38843221139e-05,D15180744
DFRA15,2,0.000490482851596,D15180744
GADW,958,0.152420586316,D15180744
DFRA16,15,0.00367862138697,D15180744
PATA,1524,0.127839706902,D15180744
PATB,352,0.0349304694724,D15180744
DNA_BINDING_TRANSCRIPTIONAL_REGULATOR_GADX,1029,0.144596671759,D15180744
AAC_6___IB7,1,0.000147520704407,D15180744
SERRATIA_MARCESCENS_OMP1,52,0.00535334492036,D15180744
MEXX,1518,0.147594464759,D15180744
MPHD,6,0.000785773547965,D15180744
CFXA2,2,0.000239893481933,D15180744
EVGS,3280,0.105505033107,D15180744
ADEC,2358,0.193581763921,D15180744
MEXF,2,7.25101767425e-05,D15180744
ACRF,3628,0.135095295134,D15180744
MEXE,171,0.0165843742025,D15180744
MEXB,583,0.0214600314959,D15180744
ADEJ,8,0.000291137269189,D15180744
OQXB,2,7.33388644767e-05,D15180744
ACRD,1972,0.0732186368301,D15180744
SMEF,26,0.00211197362892,D15180744
AAC_6___I,781,0.164321136104,D15180744
DHA,1,0.000101590775331,D15180744
MDTP,1900,0.149908846958,D15180744
MACB,1447,0.0865119594276,D15180744
MACA,971,0.100771751048,D15180744
AADA13,8,0.00116235181435,D15180744
OMP36,49,0.0050310461031,D15180744
SMER,1,0.000168134951311,D15180744
PBP_1B,492,0.023073603769,D15180744
ACRS,989,0.173088054127,D15180744
CATB,207,0.0379528623667,D15180744
PBP_1A,638,0.0341653027211,D15180744
RPOB2,1448,0.0479795221818,D15180744
QNRB33,1,0.00017992011145,D15180744
DFRG,973,0.227050457251,D15180744
QNRB36,1,0.00017992011145,D15180744
DNA_BINDING_PROTEIN_H_NS,262,0.073633290575,D15180744
ACRB,5902,0.218084585916,D15180744
CATQ,1,0.000175812346348,D15180744
ACRA,1826,0.176206271756,D15180744
KLEBSIELLA_PNEUMONIAE_OMPK35,19,0.0032227100139,D15180744
KLEBSIELLA_PNEUMONIAE_OMPK37,379,0.0390176485542,D15180744
KLEBSIELLA_PNEUMONIAE_OMPK36,27,0.00283263870288,D15180744
BACTERIAL_REGULATORY_PROTEIN_LUXR,665,0.125511916963,D15180744
OMPR,832,0.0583507588678,1310800
BACA,1544,0.0904362775859,1310800
CTX_M,64,0.00351677848847,1310800
TETB,30,0.00106602347932,1310800
MCR_3,13,0.000384241365003,1310800
COB_I_ALAMIN_ADENOLSYLTRANSFERASE,387,0.0315727872318,1310800
OMPF,1631,0.0743027476395,1310800
MEXF,7,0.000105397801627,1310800
CHLORAMPHENICOL_EXPORTER,105,0.00353470943142,1310800
BPEF,1,1.50710199715e-05,1310800
VATI,4,0.000304578136947,1310800
EPTA,968,0.0282973691402,1310800
MSBA,1492,0.0409924492562,1310800
QNRB28,22,0.00164386798212,1310800
MEXW,95,0.00149222343617,1310800
MULTIDRUG_ABC_TRANSPORTER,26,0.000719289198846,1310800
QNRB23,24,0.00169809049803,1310800
QNRB22,1,7.43737311151e-05,1310800
QNRB27,16,0.00119554035063,1310800
QNRB26,6,0.000424522624506,1310800
PORIN_OMPC,228,0.00993406076093,1310800
MDFA,753,0.0293676468265,1310800
PBP_2X,68,0.00144979193187,1310800
VIBRIO_CHOLERAE_VARG,831,0.0340717504351,1310800
LMRD,14,0.000338164547819,1310800
LMRC,12,0.00033546193405,1310800
RAMA,8,0.00103163562514,1310800
MEXK,3,4.68010307992e-05,1310800
MTRE,2,6.84811656948e-05,1310800
MPHA,286,0.0151934907849,1310800
MRX,322,0.01249731409,1310800
MEFE,1,3.96782932748e-05,1310800
APH_6__I,1119,0.0672676845877,1310800
MEXI,203,0.00315455927553,1310800
AQU_1,1,4.20798741835e-05,1310800
QEPA,35,0.00109522960204,1310800
FOSA6,7,0.000805269534735,1310800
FOSA5,2,0.000230077009924,1310800
VANRI,3,0.000206771795557,1310800
ESCHERICHIA_COLI_MDFA,10,0.000390008589994,1310800
MEXD,31,0.000475264542552,1310800
CLASS_B,20,0.00110278290964,1310800
CLASS_C,815,0.0334157359863,1310800
CLASS_A,16,0.000852818783453,1310800
MTRA,11,0.000771464360031,1310800
MEFA,408,0.016108799243,1310800
MTRC,2,7.76230688822e-05,1310800
VIBRIO_CHOLERAE_OMPT,892,0.0414633550967,1310800
MDTO,1130,0.0264554875174,1310800
METALLO_BETA_LACTAMASE,17,0.000937365473192,1310800
ROSA,556,0.0216844776036,1310800
AMRB,5,7.65088621519e-05,1310800
MEXC,98,0.00404923647182,1310800
QNRD1,29,0.00216691688553,1310800
QNRD2,133,0.00993792916465,1310800
MTRR,1,8.8835289943e-05,1310800
VATF,50,0.00361772673976,1310800
MSRE,269,0.00876049845018,1310800
MTRD,52,0.00077928614233,1310800
APH_3_____III,1,6.05695158702e-05,1310800
AADA25,1,6.07998182119e-05,1310800
QNRS9,70,0.00513451675817,1310800
QNRS8,12,0.00088020287283,1310800
CAMP_REGULATORY_PROTEIN,1988,0.195023436523,1310800
QNRB49,4,0.000283015083004,1310800
TET_W_N_W_,4,0.000100096101344,1310800
ROSB,1304,0.0384004037853,1310800
CMX,32,0.00134302170622,1310800
TET_59_,1,3.99758804744e-05,1310800
YOJI,940,0.0274788501981,1310800
ESCHERICHIA_COLI_MIPA,319,0.0205682352763,1310800
FLOR,1193,0.0472190350553,1310800
LSAC,29,0.000942520759151,1310800
MGRB,85,0.0289187220453,1310800
UGD,832,0.0342885902625,1310800
MDTC,419,0.00653654396829,1310800
MDTB,387,0.00595025605522,1310800
MDTA,170,0.00655026475242,1310800
MDTG,854,0.0339695541543,1310800
MDTF,1739,0.0268150650511,1310800
MDTE,752,0.0312331034979,1310800
MDTD,576,0.0195550803849,1310800
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,5,0.000278577564281,1310800
MDTH,924,0.0367539438391,1310800
CPXA,1219,0.0426526024492,1310800
MDTN,623,0.0290437009161,1310800
MDTM,864,0.0336967421755,1310800
MDTL,776,0.031735328131,1310800
TETB_60_,568,0.0156865631153,1310800
VANR,12,0.000837922385489,1310800
OXY,2,0.000109899327765,1310800
SHV,7,0.000391372256392,1310800
VANY,1,4.89001596017e-05,1310800
TAEA,2,4.93529388572e-05,1310800
TETC,146,0.0118507178665,1310800
BCRA,6,0.000310492275529,1310800
APH_3___I,7,0.00041303492741,1310800
BLEOMYCIN_RESISTANCE_PROTEIN,1,0.000173808175975,1310800
EFRB,28,0.00123682282131,1310800
EFRA,2,6.59395966587e-05,1310800
QNRB71,22,0.00164386798212,1310800
EMRY,746,0.023298442839,1310800
CATA,289,0.0211014236659,1310800
BAER,430,0.0286493810066,1310800
BAES,670,0.0229411905078,1310800
DFRA14,61,0.00621281199729,1310800
DFRA15,7,0.000712945639033,1310800
EMRR,373,0.0338886441294,1310800
DFRA17,60,0.00611096262028,1310800
EMRB_QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,1,3.32439754464e-05,1310800
PMRF,601,0.0298453467889,1310800
DFRA12,27,0.00261660308559,1310800
ADC_8,1,4.02779652135e-05,1310800
QEPA1,1,3.12922743439e-05,1310800
EMRK,667,0.0275595992521,1310800
EMRA,673,0.0275936077531,1310800
EMRB,1606,0.0501572375327,1310800
EMRD,899,0.0364856005548,1310800
EMRE,127,0.0162461978248,1310800
TETR,158,0.0121465175287,1310800
APH_3____I,846,0.0497346983549,1310800
ERMB,130,0.00848467667211,1310800
ERMC,15,0.000983013454287,1310800
ERMF,1618,0.0972646234699,1310800
HMRM,22,0.000758163250376,1310800
MEXB,209,0.00319501300923,1310800
ERMX,55,0.00347616351951,1310800
TET40,27,0.00106339780572,1310800
DFRA3,11,0.00108576465486,1310800
DFRA1,603,0.0614151743338,1310800
DFRA7,3,0.000305548131014,1310800
ERMT,22,0.00144175306629,1310800
DFRA5,21,0.00157651359617,1310800
ESCHERICHIA_COLI_LAMB,885,0.0317297347263,1310800
QNRB67,2,0.000149442543829,1310800
QNRB66,9,0.000672491447232,1310800
MAJOR_FACILITATOR_SUPERFAMILY_TRANSPORTER,4,0.000164425215319,1310800
QNRB62,11,0.000778291478262,1310800
TETQ,6859,0.166937329786,1310800
QNRB,52,0.00386743401798,1310800
TETA_46_,116,0.00323149974566,1310800
QNRB69,2,0.000149442543829,1310800
SUL1,402,0.022714210531,1310800
SUL2,2251,0.132820231657,1310800
OXA,298,0.0172649454802,1310800
QACH,1,0.000145366838089,1310800
TETM,272,0.00680653489141,1310800
SERRATIA_MARCESCENS_OMP1,110,0.00470304476169,1310800
PENA,52,0.00133466824056,1310800
VIBRIO_CHOLERAE_OMPU,591,0.0269239263366,1310800
QNRS,13,0.000940608952338,1310800
SAT_4,1,8.8835289943e-05,1310800
TEM,504,0.0286802046392,1310800
KDPE,461,0.032762454931,1310800
TETD,335,0.0135958578263,1310800
TET36,11,0.000274834178261,1310800
SDIA,365,0.0243186606219,1310800
AADA,282,0.0171455487358,1310800
CAT_CHLORAMPHENICOL_ACETYLTRANSFERASE,473,0.0351787748174,1310800
AADE,8,0.000539758723704,1310800
BICYCLOMYCIN_MULTIDRUG_EFFLUX_PROTEIN_BCR,599,0.0241874266708,1310800
MDTK,2035,0.0686505626711,1310800
KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA,944,0.0552926463997,1310800
TETA,1207,0.0459532264119,1310800
MOX,812,0.0339012166529,1310800
TETL,27,0.000942662683675,1310800
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,25,0.00182538267006,1310800
KLEBSIELLA_PNEUMONIAE_OMPK37,313,0.0133823000946,1310800
TET35,426,0.018460406593,1310800
TET34,444,0.0461020543652,1310800
TET32,4,0.000100096101344,1310800
CMEC,1,3.25007158328e-05,1310800
QNRB33,11,0.000821933991061,1310800
TETB_46_,116,0.00320913642562,1310800
MARA,228,0.0287070889706,1310800
QNRB56,1,7.07537707511e-05,1310800
OKP_B,1,5.59103223417e-05,1310800
MEL,237,0.00778175250302,1310800
ANT_3____IIA,1,6.10318785868e-05,1310800
TRANSCRIPTIONAL_REGULATORY_PROTEIN_CPXR_CPXR,1849,0.127440349995,1310800
ARNA,961,0.0232125807467,1310800
TETO,53,0.00132627334281,1310800
AMPC,340,0.0142696056286,1310800
SAT_2,86,0.00790327751907,1310800
GADW,551,0.0364077853576,1310800
DFRA16,8,0.000814795016038,1310800
CAZ,2,0.000111820644683,1310800
QNRS5,2,0.000146700478805,1310800
FARB,4,0.000125908284959,1310800
OPRM,15,0.000512511288133,1310800
PATA,837,0.0291588775225,1310800
TETW,556,0.0139133580868,1310800
PATB,91,0.00375031455996,1310800
QNRB34,1,7.43737311151e-05,1310800
TETA_60_,515,0.0142228521204,1310800
DNA_BINDING_TRANSCRIPTIONAL_REGULATOR_GADX,600,0.0350153697586,1310800
APH_4__I,157,0.00756170269214,1310800
CMEB,3,4.61260159319e-05,1310800
MEF_B_,10,0.000390962156228,1310800
OKP_A,5,0.000279551611709,1310800
ADER,11,0.000712120947721,1310800
MEXY,2,3.06035448607e-05,1310800
CFXA6,53,0.0025603887192,1310800
MPHD,161,0.00875662143724,1310800
CFXA3,1205,0.0600260884381,1310800
CFXA2,1526,0.0760164406279,1310800
TET_40_,5,0.000196925519578,1310800
ADEF,2,3.01989654197e-05,1310800
EVGS,1792,0.0239387728689,1310800
ADEA,1,0.000111820644683,1310800
ADEB,406,0.00626648937165,1310800
ADEC,3,0.000102283702706,1310800
ADEL,1,4.744911629e-05,1310800
KLEBSIELLA_PNEUMONIAE_OMPK35,11,0.000774862881441,1310800
ADEN,1,7.36882589389e-05,1310800
MEXE,105,0.00422918634741,1310800
ADEH,1,3.31063192334e-05,1310800
ADEI,3,0.00011531503983,1310800
ADEJ,15,0.00022670631649,1310800
MEXA,53,0.00221276414114,1310800
OQXA,11,0.000449856455466,1310800
OQXB,131,0.00199498679701,1310800
CMLA,1,3.81631317178e-05,1310800
AAC_3__IV,143,0.0087609975599,1310800
SMEF,15,0.000506023803473,1310800
SMEE,59,0.000907144979995,1310800
QNRB59,2,0.000141507541502,1310800
AAC_6___I,1,8.73789737144e-05,1310800
SMEB,15,0.000228651365916,1310800
DHA,312,0.0131635616971,1310800
RLMA_II_,33,0.00187121142646,1310800
MDTP,901,0.0295231707438,1310800
MACB,1382,0.0343146998854,1310800
MACA,614,0.0264638173706,1310800
AADA13,80,0.00482727613275,1310800
OMP36,76,0.00324071137712,1310800
SMER,4,0.00027930746183,1310800
PBP_1B,132,0.00257092142393,1310800
ACRS,364,0.0264567645321,1310800
CATB,158,0.0120308364094,1310800
PBP_1A,253,0.00562664687622,1310800
MEXX,664,0.0268121056919,1310800
QNRB15,1,7.07537707511e-05,1310800
RPOB2,1656,0.0227883160294,1310800
ANT_2____I,3,0.000242278063481,1310800
QNRB31,29,0.00205185935178,1310800
QNRB36,13,0.000971376534891,1310800
DNA_BINDING_PROTEIN_H_NS,645,0.0752830449809,1310800
ACRB,3671,0.0563345325226,1310800
MCR_1,10,0.000295570280772,1310800
ACRA,749,0.0300169769176,1310800
ACRF,1591,0.0246041105743,1310800
ANT_3____IH_AAC_6___IID,3,0.000103609193454,1310800
ACRD,1267,0.0195369105346,1310800
KLEBSIELLA_PNEUMONIAE_OMPK36,38,0.00165567679349,1310800
VGAC,14,0.00294559119285,1310800
BACTERIAL_REGULATORY_PROTEIN_LUXR,344,0.0269641233003,1310800
TOLC,2221,0.0717466105321,1310800
OMPR,3370,0.487447950631,D02182354
BACA,2242,0.270835853536,D02182354
CTX_M,2747,0.311314153229,D02182354
SDEY,1,3.13783771691e-05,D02182354
VGAC,959,0.416138799396,D02182354
COB_I_ALAMIN_ADENOLSYLTRANSFERASE,1272,0.214024866545,D02182354
OMPF,6702,0.629695372821,D02182354
